,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,directors
0,ts300399,Five Came Back: The Reference Films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,TV-MA,51,['documentation'],['US'],1.0,,,,0.6,,,
1,tm84618,Taxi Driver,MOVIE,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,R,114,"['drama', 'crime']",['US'],,tt0075314,8.2,808582.0,40.965,8.179,"['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel', 'Cybill Shepherd', 'Peter Boyle', 'Leonard Harris', 'Diahnne Abbott', 'Gino Ardito', 'Martin Scorsese', 'Murray Moston', 'Richard Higgs', 'Bill Minkin', 'Bob Maroff', 'Victor Argo', 'Joe Spinell', 'Robinson Frank Adu', 'Brenda Dickson', 'Norman Matlock', 'Harry Northup', 'Harlan Cary Poe', 'Steven Prince', 'Peter Savage', 'Nicholas Shields', 'Ralph S. Singleton', 'Annie Gagen', 'Carson Grant', 'Mary-Pat Green', 'Debbi Morgan', 'Don Stroud', 'Copper Cunningham', 'Garth Avery', 'Nat Grant', 'Billie Perkins', 'Catherine Scorsese', 'Charles Scorsese']",['Martin Scorsese']
2,tm154986,Deliverance,MOVIE,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,R,109,"['drama', 'action', 'thriller', 'european']",['US'],,tt0068473,7.7,107673.0,10.01,7.3,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox', 'Ed Ramey', 'Billy Redden', 'Seamon Glass', 'Randall Deal', 'Bill McKinney', ""Herbert 'Cowboy' Coward"", 'Lewis Crone', 'Ken Keener', 'Johnny Popwell', 'John Fowler', 'Kathy Rickman', 'Louise Coldren', 'Pete Ware', 'James Dickey', 'Macon McCalman', 'Hoyt Pollard', 'Belinda Beatty', 'Charley Boorman']",['John Boorman']
3,tm127384,Monty Python and the Holy Grail,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,PG,91,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486.0,15.461,7.811,"['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes', 'Bee Duffell', 'John Young', 'Rita Davies', 'Avril Stewart', 'Sally Kinghorn', 'Mark Zycon', 'Elspeth Cameron', 'Mitsuko Forstater', 'Sandy Johnson', 'Sandy Rose', 'Romilly Squire', 'Joni Flynn', 'Alison Walker', 'Loraine Ward', 'Anna Lanski', 'Sally Coombe', 'Vivienne MacDonald', 'Yvonne Dick', 'Daphne Darling', 'Fiona Gordon', 'Judy Lamb', 'Tracy Sneddon', 'Joyce Pollner', 'Mary Allen', 'Gloria Graham', 'Sylvia Taylor', 'Julian Doyle', 'Margarita Doyle', 'Zack Matalon', 'Scott Mike', 'William Palin', 'Terry Jones', 'Tom Raeburn', 'Brian Ross', 'Roy Forge Smith', 'John Thornton', 'Maggie Weston']","['Terry Jones', 'Terry Gilliam']"
4,tm120801,The Dirty Dozen,MOVIE,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1967,,150,"['war', 'action']","['GB', 'US']",,tt0061578,7.7,72662.0,20.398,7.6,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'Jim Brown', 'John Cassavetes', 'Richard Jaeckel', 'George Kennedy', 'Trini López', 'Ralph Meeker', 'Robert Ryan', 'Telly Savalas', 'Donald Sutherland', 'Clint Walker', 'Robert Webber', 'Tom Busby', 'Ben Carruthers', 'Stuart Cooper', 'Robert Phillips', 'Colin Maitland', 'Al Mancini', 'George Roubicek', 'Thick Wilson', 'Dora Reisser', 'Michael Anthony', 'Leo Britt', 'Alan Chuntz', 'Gary Files', 'Judith Furse', 'Hal Galili', 'Romo Gorrara', 'Willoughby Gray', 'Gerard Heinz', 'John G. Heller', 'George Hilsdon', 'John Hollis', 'Alf Joint', 'Juba Kennerley', 'Hildegard Knef', 'Ann Lancaster', 'Richard Marner', 'Dick Miller', 'Lionel Murton', 'Suzanne Owens-Duval', 'Mike Reid', 'Terry Richards', 'Frederick Schiller', 'Richard Shaw', 'Warren Stanhope', 'Hedger Wallace', 'Theodore Wilhelm', 'Rocky Taylor', 'Burnell Tucker', 'Vicki Woolf', 'Michael Segal']",['Robert Aldrich']
5,ts22164,Monty Python's Flying Circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,30,"['comedy', 'european']",['GB'],4.0,tt0063929,8.8,73424.0,17.617,8.306,"['Graham Chapman', 'Michael Palin', 'Terry Jones', 'Eric Idle', 'Terry Gilliam']",
6,tm70993,Life of Brian,MOVIE,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,R,94,['comedy'],['GB'],,tt0079470,8.0,395024.0,17.77,7.8,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley', 'Neil Innes', 'Charles McKeown', 'John Young', 'Gwen Taylor', 'Sue Jones-Davies', 'Peter Brett', 'John Case', 'Chris Langham', 'Andrew MacLachlan', 'Bernard McKenna', 'Spike Milligan', 'George Harrison']",['Terry Jones']
7,tm14873,Dirty Harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,R,102,"['thriller', 'action', 'crime']",['US'],,tt0066999,7.7,155051.0,12.817,7.5,"['Clint Eastwood', 'Harry Guardino', 'Reni Santoni', 'John Vernon', 'Andrew Robinson', 'John Larch', 'John Mitchum', 'Mae Mercer', 'Lyn Edgington', 'Ruth Kobart', 'Woodrow Parfrey', 'Josef Sommer', 'William Paterson', 'James Nolan', 'Maurice Argent', 'Jo De Winter', 'Craig Kelly', 'Albert Popwell', 'Joy Carlin', 'Bill Couch', 'Diana Davidson', 'Vince Deadrick Sr.', 'Chuck Dorsett', 'Al Dunlap', 'Larry Duran', 'George Fargo', 'Lois Foraker', 'Max Gail', 'John Garber', 'Christopher Pray', 'Eddie Garrett', 'James W. Gavin', 'David Gilliam', 'Don Haggerty', 'Scott Hale', 'Kate Harper', 'Bob Harris', 'Chuck Hicks', 'Raymond Johnson', 'Richard Lawson', 'Laurie Mock', 'Ann Noland', ""Kathleen O'Malley"", 'Angela Paton', 'Victor Paul', 'Debralee Scott', 'Don Siegel', 'Kristoffer Tabori', 'Tony Dario', 'Marc Hertsens', 'Gordon Chapli', 'Janet Wisely', 'Pamela Tanimura', 'Richard Samuelson', 'Derek Jue', 'Sean Maley', 'Diane Darnell']",['Don Siegel']
8,tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle', 'Dub Taylor', 'Evans Evans', 'Gene Wilder', 'Mabel Cavitt', 'Patrick Cranshaw', 'Owen Bush', 'Clyde Howdy', 'Russ Marker', 'Ann Palmer', 'Ken Mayer']",['Arthur Penn']
9,tm98978,The Blue Lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,R,104,"['romance', 'action', 'drama']",['US'],,tt0080453,5.8,69844.0,50.324,6.156,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Jeffrey Kleiser', 'Gus Mercurio', 'Elva Josephson', 'Glenn Kohan', 'Bradley Pryce', 'Chad Timmerman', 'Gert Jacoby', 'Alex Hamilton', 'Richard Evanson']",['Randal Kleiser']
10,tm44204,The Guns of Navarone,MOVIE,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,,158,"['action', 'drama', 'war']","['GB', 'US']",,tt0054953,7.5,50748.0,13.844,7.3,"['Gregory Peck', 'David Niven', 'Anthony Quinn', 'Stanley Baker', 'Anthony Quayle', 'James Darren', 'Irene Papas', 'Gia Scala', 'James Robertson Justice', 'Richard Harris', 'Bryan Forbes', 'Allan Cuthbertson', 'Michael Trubshawe', 'Percy Herbert', 'George Mikell', 'Walter Gotell', 'Tutte Lemkow', 'Albert Lieven', 'Norman Wooland', 'Kleo Skouloudi', 'Nicholas Papakonstantinou', 'Christopher Rhodes', 'William Hoehne Jr.']",['J. Lee Thompson']
11,tm67378,The Professionals,MOVIE,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,PG-13,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16446.0,13.123,7.1,"['Burt Lancaster', 'Lee Marvin', 'Robert Ryan', 'Woody Strode', 'Jack Palance', 'Claudia Cardinale', 'Ralph Bellamy', 'Joe De Santis', 'Rafael Bertrand', 'Jorge Martínez de Hoyos', 'Marie Gomez', 'José Chávez', 'Carlos Romero', 'Vaughn Taylor', 'Elizabeth Campbell', 'Don Carlos', 'Leigh Chapman', 'Roberto Contreras', 'Dirk Evans', 'Darwin Lamb', 'Eddie Little Sky', 'John Lopez', 'John McKee', 'Philip L. Parslow', 'Ron Veto']",['Richard Brooks']
12,tm69997,Richard Pryor: Live in Concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141.0,4.718,7.5,"['Richard Pryor', 'Jennifer Lee Pryor']",['Jeff Margolis']
13,tm16479,White Christmas,MOVIE,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,,115,"['romance', 'comedy']",['US'],,tt0047673,7.5,42488.0,8.915,7.2,"['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney', 'Vera-Ellen', 'Dean Jagger', 'Mary Wickes', 'John Brascia', 'Anne Whitfield', 'Bea Allen', 'Frank Baker', 'Glen Cargyle', 'George Chakiris', 'Barrie Chase', 'Lorinne Crawford', 'Franklyn Farnum', 'Bess Flowers', 'Gavin Gordon', 'Johnny Grant', 'Percy Helton', 'I. Stanford Jolley', 'Sig Ruman', 'Grady Sutton', 'Herb Vigran', 'Robert Crosson']",['Michael Curtiz']
14,tm135083,Cairo Station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471.0,5.546,7.3,"['Farid Shawqi', 'Hind Rostom', 'Youssef Chahine', 'Hassan el Baroudi', 'Abdel Aziz Khalil', 'Said Khalil', 'Abdel Ghani Nagdi', 'Loutfi El Hakim', 'Abdel Hamid Bodaoha', 'F. El Demerdache', 'Said El Araby', 'Ahmed Abaza', 'Hana Abdel Fattah', 'Safia Sarwat', 'Asaad Kellada', 'Naima Wasfy', 'Sherine', 'Soheir', 'Esmat Mahmoud', 'Nawal Morsi', 'Gharib Moawad', 'Mohamed Mazhar', 'Galal Issa', 'Mahrous El Garhi', 'Ahmed El Tantawi', 'S. Abdel Aziz', 'Nadia Lotfi', 'Safia Tharwat']",['Youssef Chahine']
15,tm89386,Hitler: A Career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,150,"['history', 'documentation', 'european']",['DE'],,tt0191182,7.5,2460.0,4.305,7.3,['Gert Westphal'],['Joachim Fest']
16,tm156453,FTA,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,R,97,"['war', 'documentation', 'music', 'comedy']",['US'],,tt0068562,6.2,418.0,1.268,6.1,"['Jane Fonda', 'Donald Sutherland', 'Pamela Donegan', 'Len Chandler', 'Michael Alaimo', 'Holly Near', 'Paul Mooney', 'Rita Martinson', 'Peter Boyle', 'Steve Jaffe']",['Francine Parker']
17,tm14350,Alexandria… Why?,MOVIE,"Set against the panoramic backdrop of war-torn Egypt, director Youssef Chahine tells a highly personal tale of love and determination. Amid the poverty, death and suffering caused by World War II, 18 year-old Yehia, retreats into a private world of fantasy and longing. Obsessed with Hollywood, he dreams of one day studying filmmaking in America, but after falling in love and discovering the lies of European occupation, Yehia profoundly reevaluates his identity and allegiances.",1979,,133,['drama'],['EG'],,tt0077751,7.2,1727.0,1.37,6.0,"['Farid Shawqi', 'Mahmoud el-Meliguy', 'Ezzat El Alaili', 'Youssef Wahby', 'Yehia Chahine', 'Leila Fawzi', 'Akela Kateb', 'Zeinab Sedky', 'Ahmad Abdel Waress', 'Abdel Azziz Makhyoun', 'Ahmed Mehrez', 'Abdel Warith Assir', 'Aida Kamel', 'Oussaida Abbass', 'Zouzou Hamdy El-Hakim', 'Abdel Salam Mohamed', 'Halima El Soghayar', 'Samira Mohamed', 'Abou Hachich', 'Gamil El Traboulsi', 'Ahmad Zaki', 'Ahmad Bedir', 'Naglaa Fathy', 'Abdullah Mahmoud', 'Mohsena Tawfik', 'Seif Abdelrahman']",['Youssef Chahine']
18,tm81728,The Land,MOVIE,"Set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord Mahmoud Bey. The peasants send Muhammad Effendi to submit a petition to the government. Then Mahmoud Bey proposes a project that would require taking part of the peasants' lands.",1969,,129,['drama'],['EG'],,tt0064038,8.1,1958.0,1.265,8.5,"['Ezzat El Alaili', 'Mahmoud el-Meliguy', 'Hamdy Ahmed', 'Yehia Chahine', 'Tewfik El Dekn', 'Ali El Sherif', 'Salah El-Saadany', 'Nagwa Ibrahim', 'Abdel Warith Assir', 'Fatma Omara\u200f', 'Ashraf Al-Selehdar', 'Hussein Ismail', 'Mahmoud Al Iraq', 'Faiza Abdelgawwad']",['Youssef Chahine']
19,tm94651,Dostana,MOVIE,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1980,,161,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],,tt0080653,2.1,25.0,3.98,4.9,"['Amitabh Bachchan', 'Shatrughan Sinha', 'Zeenat Aman', 'Prem Chopra', 'Amrish Puri', 'Helen', 'Pran', 'Gajanan Jagirdar', 'Sajjan', 'Iftekhar', 'K.N. Singh', 'Trilok Kapoor', 'Abhimanyu Sharma', 'Goga Kapoor', 'Mac Mohan', 'Paintal', 'Jagdish Raj', 'Ruby Myers', 'Yunus Parvez']",['Raj Khosla']
20,tm27298,Saladin the Victorious,MOVIE,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.",1963,,186,"['action', 'drama', 'war', 'history', 'romance']",['EG'],,tt0057357,7.6,2508.0,4.156,7.1,"['Ahmad Mazhar', 'Nadia Lotfi', 'Salah Zulfikar', 'Leila Fawzi', 'Hamdy Ghaith', 'Laila Taher', 'Omar El-Hariri', 'Husain Reyadh', 'Mahmoud el-Meliguy', 'Zaki Toleimat', 'Tewfik El Dekn', 'Mohamed Hamdy', 'Mohamed Sultan', 'Mohamed Abdel Gawad', 'Sami Loutfi', 'Ibrahim Emara', 'Ahmed Louxor', 'Salah Nazmi']",['Youssef Chahine']
21,tm100027,Alibaba Aur 40 Chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,,146,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",,tt0079749,6.2,565.0,2.582,6.8,"['Dharmendra', 'Hema Malini', 'Zeenat Aman', 'Prem Chopra', 'Zakir Mukhamedzhanov', 'Sofiko Chiaureli', 'Yelena Sanayeva', 'Frunzik Mkrtchyan', 'Maya-Gozel Aimedova']","['Umesh Mehra', 'Latif Faiziyev']"
22,tm19608,The Blazing Sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,,100,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219.0,2.184,7.0,"['Faten Hamamah', 'Omar Sharif', 'Zaki Rostom', 'Farid Shawqi', 'Abdel Warith Assir', 'Ahmad Abdel Waress', 'Hamdy Ghaith', 'Abdel Ghani Kamar', 'Zaki Ibrahim']",['Youssef Chahine']
23,tm204541,Dark Waters,MOVIE,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,,120,"['action', 'drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,610.0,0.849,5.9,"['Omar Sharif', 'Faten Hamamah', 'Ahmed Ramzy', 'Tewfik El Dekn', 'Ferdoos Mohammed', 'Husain Reyadh']",['Youssef Chahine']
24,tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,,74,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47.0,0.6,5.2,,['Maroun Bagdadi']
25,tm356209,Singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,84.0,0.792,6.3,"['Shammi Kapoor', 'Padmini', 'Maria Menado', 'Shashikala', 'Agha']",['Shakti Samanta']
26,ts45948,Monty Python's Fliegender Zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,TV-MA,43,['comedy'],[],1.0,tt0202477,8.1,2151.0,1.487,7.0,"['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Jones', 'Michael Palin']",['Ian MacNaughton']
27,tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,,110,['drama'],['LB'],,tt0169599,6.4,108.0,1.025,7.2,"['Ezzat El Alaili', 'Mireille Maalouf', 'Joseph Bou Nassar', 'Philippe Akiki', 'Ahmed Al Zain']",['Maroun Bagdadi']
28,tm90896,The Return of the Prodigal Son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,,124,"['music', 'drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,780.0,1.858,5.3,"['Mahmoud el-Meliguy', 'Hoda Soltan', 'Shukri Sarhan', 'Soheir El-Morshidy', 'Hesham Selim', 'Majida El Roumi', 'Ali El Sherif', 'Rajaa Hussain', 'Sid Ali Kouiret', 'Ali Mahrez', 'Ahmad Bedir']",['Youssef Chahine']
29,tm336403,Khoon Khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,,131,"['crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,1.948,3.8,"['Mahendra Sandhu', 'Danny Denzongpa', 'Jagdeep', 'Faryal', 'Padma Khanna', 'Asit Sen', 'Karan Dewan', 'Agha', 'Murad', 'Sabina']",['Mohammed Hussain']
30,tm107372,Manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,,162,"['romance', 'drama', 'comedy']",['IN'],,tt0071811,6.5,237.0,1.532,5.3,,['Suhail Tatari']
31,tm358653,Ujala,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.6,78.0,0.84,6.0,"['Mala Sinha', 'Shammi Kapoor', 'Raaj Kumar', 'Leela Chitnis', 'Kumkum', 'Dhumal', 'Tun Tun', 'Asrani', 'Suresh']",
32,tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78.0,0.6,5.0,['Nadia Tueni'],['Maroun Bagdadi']
33,tm403346,Chadi Jawani Budhe Nu,MOVIE,"A small-time businessman (B.S. Sood) reaches the ""naughty forties"". Now his wife is not good enough anymore, so he decides he needs a modern up to date mistress, resulting in hilarious situations.",1976,,135,['romance'],['IN'],,tt3290368,4.6,14.0,0.62,6.0,,['A. Salaam']
34,tm16812,Bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,,141,"['drama', 'action', 'romance']",['IN'],,tt1219315,4.4,35.0,1.166,6.0,"['Uttam Kumar', 'Sulakshana Pandit', 'Utpal Dutt']",['Alo Sarkar']
35,ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,['comedy'],['US'],9.0,tt0098904,8.9,308824.0,130.213,8.301,"['Jerry Seinfeld', 'Jason Alexander', 'Michael Richards', 'Julia Louis-Dreyfus']",
36,tm155787,GoodFellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,R,145,"['drama', 'crime']",['US'],,tt0099685,8.7,1131681.0,50.387,8.463,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa']",['Martin Scorsese']
