,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,directors
2114,tm409618,Alex Strangelove,MOVIE,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",2018,R,99,"['comedy', 'drama', 'romance']",['US'],,tt5688996,6.3,17746.0,16.093,6.6,"['Daniel Doheny', 'Madeline Weinstein', 'Antonio Marziale', 'Daniel Zolghadri', 'Nik Dodani', 'Fred Hechinger', 'Dante Costabile', 'Annie Q.', 'Kathryn Erbe', 'Joanna Adler', 'William Ragsdale', 'Ayden Mayeri', 'Isabella Amara', 'Sophie Faulkenberry', 'David Fierro', 'Jesse James Keitel', 'Michael Abela']",['Craig Johnson']
2115,tm347530,Gaga: Five Foot Two,MOVIE,Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,2017,,100,"['music', 'documentation']",['US'],,tt7291268,7.0,12937.0,8.707,7.5,"['Lady Gaga', 'Bobby Campbell', 'Mark Ronson', 'Florence Welch', 'Donatella Versace', 'Joe Germanotta', 'Barbara Bush', 'Tony Bennett', 'George H. W. Bush']",['Chris Moukarbel']
2116,ts57985,Free Rein,SHOW,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,TV-G,28,"['action', 'comedy', 'drama', 'family', 'documentation']",['US'],3.0,tt6928052,7.0,2110.0,31.038,7.8,"['Jaylen Barron', 'Celine Buckens', 'Freddy Carter', 'Manpreet Bambra', 'Carla Woodcock', 'Kerry Ingram']",
2117,ts58297,The Indian Detective,SHOW,A Toronto police officer gets involved in a homicide investigation while visiting his father in Mumbai.,2017,,43,"['crime', 'comedy', 'drama']",['CA'],1.0,tt5797220,6.5,3123.0,4.954,6.5,"['Russell Peters', 'Mishqah Parthiephal', 'Christina Cole', 'Anupam Kher', 'William Shatner', 'Hamza Haq', 'Meren Reddy']",['Sandy Johnson']
2118,ts80959,Sacred Games,SHOW,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",2018,TV-MA,50,"['action', 'drama', 'crime', 'thriller']",['IN'],2.0,tt6077448,8.5,86279.0,14.613,8.1,"['Pankaj Tripathi', 'Nawazuddin Siddiqui', 'Chittaranjan Tripathy', 'Kalki Koechlin', 'Ranvir Shorey', 'Saif Ali Khan']","['Neeraj Ghaywan', 'Vikramaditya Motwane', 'Anurag Kashyap']"
2119,tm313974,Get Me Roger Stone,MOVIE,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story.",2017,,100,"['documentation', 'history']",['US'],,tt6714534,7.3,7408.0,6.022,7.0,"['Roger Stone', 'Donald Trump', 'Paul Manafort', 'Jeffrey Toobin', 'Jane Mayer', 'Nydia Stone', 'Wayne Barrett', 'Harry Siegel', 'Alex Jones', 'Matt Labash', 'Tucker Carlson', 'Melania Trump', 'Ivanka Trump', 'Donald Trump Jr.', 'Nancy Reagan', 'Mike Pence', 'Marla Maples', 'Jared Kushner', 'Jacqueline Kennedy', 'John F. Kennedy', 'Al Gore', 'Rudolph Giuliani', 'James Comey', 'Ben Carson', 'Jeb Bush', 'Bill Clinton', 'Ted Cruz', 'Chris Cuomo', 'Steve Bannon', 'Ronald Reagan', 'Richard Nixon', 'Hillary Clinton', 'Gerald Ford', 'Roy M. Cohn', 'Lester Holt', 'David Letterman', 'Bill Maher', 'Oprah Winfrey', 'Nelson Rockefeller', 'Dwight D. Eisenhower', 'Julian Assange', 'Al Sharpton']","['Morgan Pehme', 'Dylan Bank', 'Daniel DiMauro']"
2120,ts81821,The Queen of Flow,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1247.0,257.952,8.0,"['Andres Sandoval', 'Carlos Torres', 'Lucho Velasco', 'María José Vargas', 'Carolina Ramírez', 'Juan Manuel Restrepo']",
2121,tm359103,River's Edge,MOVIE,"Haruna Wakagusa is a high school student who lives with her mother. Ichiro Yamada is gay and Haruna’s classmate. He is bullied at school, but Haruna sticks up for Ichiro. They become intimate and Ichiro tells Haruna his secret. He found a dead body along the riverside. A new body is soon found.",2018,,118,"['drama', 'crime']",['JP'],,tt7476946,6.2,952.0,4.043,5.8,"['Fumi Nikaido', 'Ryo Yoshizawa', 'Aoi Morikawa', 'Shuhei Uesugi', 'SUMIRE', 'Shiori Doi', 'Sara Ogawa']",['Isao Yukisada']
2122,ts78291,Dogs of Berlin,SHOW,A politically sensitive murder forces two disparate detectives into a battle with the Berlin underworld and a confrontation with their own corruption.,2018,TV-MA,60,"['crime', 'drama', 'action', 'thriller']",['DE'],1.0,tt6839788,7.5,12617.0,10.83,7.4,"['Felix Kramer', 'Fahri Yardım', 'Katharina Schüttler', 'Anna Maria Mühe', 'Urs Rechn', 'Kais Setti', 'Samy Abdel Fattah', 'Deniz Orta', 'Mohamed Issa', 'Sebastian Zimmler', 'Lena Schmidtke', 'Langston Uibel', 'Alina Stiegler', 'Yung Ngo', 'Hannah Herzsprung', 'Antonio Wannek', 'Mišel Matičević', 'Ivan Vrgoc', 'Katrin Sass']",
2123,tm1883,Animal Crackers,MOVIE,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,2017,PG,105,"['animation', 'action', 'comedy', 'family', 'fantasy']","['CN', 'US', 'ES']",,tt4155534,5.8,3422.0,32.235,6.3,"['Emily Blunt', 'John Krasinski', 'Lydia Rose Taylor', 'Ian McKellen', 'Sylvester Stallone', 'Danny DeVito', 'Patrick Warburton', 'Wallace Shawn', 'Raven-Symoné', 'Gilbert Gottfried', 'Tara Strong', 'Kevin Grevioux', 'Anthony Sava', 'Brendan Sava', 'Alyssa Trama', 'Debi Derryberry', 'Harvey Fierstein']","['Tony Bancroft', 'Scott Christian Sava', 'Jaime Maestro']"
2124,ts81414,Meteor Garden,SHOW,"An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo.",2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8690890,7.9,4033.0,52.891,8.5,"['Shen Yue', 'Dylan Wang', 'Darren Chen', 'Liang Jingkang', 'Wu Xize', 'Li Jiaqi', 'Liu Yinhao', 'Sun Yihan', 'Sun Qian', 'Wang Lin', 'Dee Hsu', 'Dong Xin', 'Lin Peng', 'Zhang Li', 'Wang Runze', 'An Ziyi', 'Zhao Huanran', 'Wang Zi Zhen', 'Wang Dong', 'Liu Ye', 'Tang Jingmei']",['Lin He Long']
2125,ts76793,Shot in the Dark,SHOW,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",2017,TV-MA,37,"['reality', 'documentation', 'thriller']",['US'],1.0,tt7644680,8.0,1795.0,1.638,7.9,"['Howard Raishbrook', 'Scott Lane', 'Zak Holman']",['Jeff Daniels']
2126,ts95569,Rainbow Rangers,SHOW,"Inspired by the colors of the rainbow, seven magical girls from Kaleidoscopia are guardians of both nature and the Earth.",2018,TV-Y,22,"['animation', 'family', 'fantasy']",['US'],2.0,tt7967882,4.4,195.0,1.499,10.0,,
2127,ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,2018,TV-MA,45,['crime'],['US'],1.0,tt6233618,7.8,7872.0,13.329,7.0,"['Josh Duhamel', 'Jimmi Simpson', 'Bokeem Woodbine', 'Marcc Rose', 'Wavyy Jonez', 'Dominic L. Santana', 'Sarkis Ninos', 'Michael Harney', 'Aisha Hinds']","['Darren Grant', 'Erica A. Watson']"
2128,ts321277,Daniel Sloss: Live Shows,SHOW,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",2018,TV-MA,60,['comedy'],['US'],1.0,tt8858472,8.5,3443.0,1.694,8.2,['Daniel Sloss'],"['Ryan Polito', 'Daniel Sloss']"
2129,ts83790,The Beauty Inside,SHOW,"It is a love story of Han Se-gye who is an A-list actress. She is known as a troublemaker and the object of many rumors. Her life is a mystery, but, in reality, she suffers from an unusual phenomenon. At a certain point every month, her appearance changes to a different person. She lives one week out of every month with a different appearance, and Seo Do-jae who is an executive director of an airline company. He seems perfect with an attractive appearance and intelligence but, he suffers from prosopagnosia. He hides this disability and tries hard to memorize people by their habits and mannerisms. The only face that he is able to recognize is Han Se-gye’s.",2018,TV-14,59,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],1.0,tt8801708,7.6,2019.0,26.875,8.2,"['Seo Hyun-jin', 'Lee Min-ki', 'Lee Da-hee', 'Ahn Jae-hyun', 'Lee Tae-ri', 'Moon Ji-In', 'Na Young-hee', 'Lee Moon-Su', 'Kang Nam-Gil', 'Kim Hee-jung', 'Ryu Hwa-young', 'Kim Ye-ryeong', 'Lee Cheol-min', 'Lee Han-wi', 'Kim Yeong-Hoon', 'Oh Se Young']",['Song Hyun-wook']
2130,ts228255,Cry Babies Magic Tears,SHOW,Cute little babies with big personalities explore this imaginative world where tears are magical and carry special powers. The tears are triggered by emotions of love or happiness as the babies overcome challenging situations together.,2018,TV-Y,4,"['family', 'animation']",['FR'],2.0,tt11067738,5.2,43.0,3.304,7.2,,
2131,ts90869,Love Daily,SHOW,Romantic anthology web series revolving around 12 stories of 12 months of young people on their paths to love.,2018,,18,"['drama', 'romance']",['US'],1.0,tt7975182,6.1,157.0,4.281,7.9,,
2132,tm271959,Mr. Roosevelt,MOVIE,A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,2017,,90,['comedy'],['US'],,tt6212496,6.2,3391.0,4.342,6.1,"['Noël Wells', 'Nick Thune', 'Britt Lower', 'Daniella Pineda', 'Andre Hyland', 'Doug Benson', 'Armen Weitzman', 'Sergio Cilli', 'Lilan Bowden', 'Stevie Nelson', 'Majeed Nami', 'Anna Margaret Hollyman', 'Alex Dobrenko', 'Nicholas Saenz', 'Lindsey Mackin', 'Rama Tchuente', 'Carley Wolf', 'Trinh Huynh', 'Kelli Bland', 'Bina Chauhan', 'Nathalie Holmes', 'Kenli Vacek']",['Noël Wells']
2133,tm318200,Clive Davis: The Soundtrack of Our Lives,MOVIE,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",2017,PG-13,123,"['documentation', 'music']",['US'],,tt6494358,7.4,991.0,4.315,6.3,"['Clive Davis', 'Alicia Keys', 'Paul Simon', 'Art Garfunkel', 'Sean Combs', 'Jimmy Iovine', 'Kenneth Edmonds', 'Patti Smith', 'L.A. Reid', 'Aretha Franklin', 'Anthony DeCurtis', 'Bob Weir', 'Bruce Springsteen', 'Carlos Santana', 'Berry Gordy', 'David Geffen', 'Simon Cowell', 'Rod Stewart', 'Jennifer Hudson', 'Steven Tyler', 'Kenny G', 'Diane Warren', 'David Foster', 'Patricia Houston', 'Barry Manilow', 'Monte Lipman', 'Kenny Gamble']",['Chris Perkel']
2134,ts78590,The Mechanism,SHOW,A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.,2018,TV-MA,46,"['drama', 'crime', 'thriller']",['BR'],2.0,tt6873658,8.0,36136.0,8.383,7.4,['Júlia Svacinna'],
2135,tm375912,Ricky Gervais: Humanity,MOVIE,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018,R,79,['comedy'],['GB'],,tt7830574,8.0,19752.0,8.01,7.7,['Ricky Gervais'],['John L. Spencer']
2136,tm407775,Lady J,MOVIE,"When a romance between a widow and a notorious libertine takes an unexpected turn, Mademoiselle de Joncquières becomes instrumental to one lover’s plans for revenge.",2018,,109,"['drama', 'romance', 'european']",['FR'],,tt9817230,6.8,3306.0,7.858,6.3,"['Cécile de France', 'Alice Isaaz', 'Edouard Baer', 'Natalia Dontcheva', 'Laure Calamy', 'Manon Kneusé', 'Arnaud Dupont', 'Emilie Aubertot', 'Alban Casterman']",['Emmanuel Mouret']
2137,ts236347,Thus Spoke Kishibe Rohan,SHOW,"A series of OVA adaptations of the eponymous series of one-shots, featuring Diamond is Unbreakable character, Rohan Kishibe. Much like the one-shots themselves, the episodes are released out of order.",2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt13887556,7.5,1222.0,2.695,9.0,"['Issey Takahashi', 'Tomoya Nakamura', 'Marie Iitoyo']",['Kazutaka Watanabe']
2138,tm436844,The Christmas Chronicles,MOVIE,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",2018,PG,104,"['comedy', 'family', 'fantasy']",['US'],,tt2990140,7.0,71740.0,16.532,7.1,"['Kurt Russell', 'Darby Camp', 'Judah Lewis', 'Martin Roach', 'Lamorne Morris', 'Kimberly Williams-Paisley', 'Oliver Hudson', 'Tony Nappo', 'Vella Lovell', 'Lauren Collins', 'Steven Van Zandt', 'Goldie Hawn', 'Tom Kane', 'David Kohlsmith', 'Jack Bona', 'Paskal Vaklev', 'Jameson Kraemer', 'Solla Park', 'Seth Mohan', 'Kayla Lakhani', 'Glen McDonald', 'Danielle Bourgon', 'Chai Valladares', 'Jonathan Kim', 'John Koo', 'Ishan Morris', 'Jeremy Raymond', 'Chris Leblanc', 'Debra Wilson', 'Kari Wahlgren', 'Debi Derryberry', 'Michael Yurchak', 'Jessica Lowe', 'Jeff Teravainen', 'Elizabeth Phoenix Caro', 'Andrew Morgado', 'Elena Khan', 'Jesse Gervasi']",['Clay Kaytis']
2139,tm429163,The Photographer of Mauthausen,MOVIE,"Spanish photographer Francesc Boix, imprisoned in the Mauthausen-Gusen concentration camp, works in the SS Photographic Service. Between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the Nazis, exhaustively documented. He will be a key witness during the Nuremberg Trials.",2018,R,110,"['thriller', 'drama', 'history', 'war', 'european']",['ES'],,tt6704776,6.7,10687.0,9.958,7.0,"['Mario Casas', 'Richard van Weyden', 'Alain Hernández', 'Adrià Salazar', 'Eduard Bunch', 'Stefan Weinert', 'Rubén Yuste', 'Frank Feys', 'Marc Rodríguez', 'Albert Mora', 'Joan Negrié', 'Luka Peroš', 'Rainer Reiners', 'Toni Gomila', 'Macarena Gómez', 'Emilio Gavira', 'Soma Zámbori', 'Erik Gyarmati', 'Marta Holler', 'Dénes Ujlaky', 'Roger Vilà', 'Igor Szpakowski', 'Francesc Boix']",['Mar Targarona']
2140,tm308090,Bill Nye: Science Guy,MOVIE,"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?",2017,,95,['documentation'],['US'],,tt4853154,6.5,1222.0,2.776,6.2,"['Bill Nye', 'Neil deGrasse Tyson', 'Ann Druyan', 'Ken Ham', 'Michael E. Mann', 'Francis Collins', 'Eugenie C. Scott']","['Jason Sussberg', 'David Alvarado']"
2141,ts78206,Welcome to Waikiki,SHOW,"Kang Dong-Goo dreams of becoming a movie director, but he is cynical due to bad luck. Cheon Joon-Ki wanted to follow in his father's footsteps and become an actor, but he is now just a minor actor. Bong-Doo-Sik came to Seoul to become a scenario writer, but things have not been easy for him.

These 3 men run the guest house Waikiki in Itaewon, South Korea. Their guest house is facing bankruptcy and then a mysterious baby and single mother appear at Waikiki.",2018,TV-MA,64,"['drama', 'comedy', 'reality']",['KR'],3.0,tt7890304,8.3,2195.0,26.059,8.6,"['Lee Yi-kyung', 'Kim Seon-ho', 'Shin Hyun-soo', 'Moon Ga-young', 'An So-hee', 'Kim Ye-won', 'Byeon Woo-seok']",
2142,tm427465,Quincy,MOVIE,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.",2018,,124,"['music', 'documentation']",['US'],,tt7440432,7.6,4551.0,7.019,7.5,"['Quincy Jones', 'Rashida Jones', 'Tom Hanks', 'Oprah Winfrey', 'John Legend', 'Will Smith', 'Peggy Lipton', 'Mary J. Blige', 'Kendrick Lamar', 'Dr. Dre', 'Paul McCartney', 'Lady Gaga', 'Beyoncé', 'Jay-Z', 'Samuel L. Jackson', 'Dave Chappelle', 'Michael Caine', 'Bono', 'Willie Nelson', 'Michelle Obama', 'Lionel Richie', 'Snoop Dogg', 'Stevie Wonder', 'Billy Dee Williams', 'Tony Bennett', 'Chloe Bailey', 'Halle Bailey', 'Quincy Jones III', 'Kidada Jones']","['Alan Hicks', 'Rashida Jones']"
2143,ts131579,Thieves of the Wood,SHOW,In 18th-century Flanders a soldier-turned-bandit becomes a local hero as he leads the oppressed and downtrodden in a revolt against the corrupt aristocracy.,2018,TV-MA,48,"['history', 'drama', 'action', 'thriller', 'comedy', 'documentation']",['BE'],1.0,tt5766086,6.8,2629.0,12.035,6.4,"['Matteo Simoni', 'Stef Aerts', 'Jeroen Perceval', 'Dirk Roofthooft', 'Tom van Dyck', 'Anne-Laure Vandeputte', 'Charlotte Timmers', 'Anemone Valcke', 'Rik Willems', 'Manou Kersting', 'Iwein Segers', 'Tibo Vandenborre', 'Bruno Vanden Broecke', 'Peter De Graef', 'Dick Carlier', 'Ruth Beeckmans']",
2144,ts83489,Blood Pact,SHOW,"Pacto de Sangue is about Silas Campello, a news reporter who sees an opportunity to get big TV ratings through raw, violent content after he starts to cover the murders and gang wars playing out deep in the Amazon jungle between two rival drug lords.",2018,,60,"['drama', 'crime']",['BR'],1.0,tt6742610,6.7,143.0,0.907,7.0,"['Guilherme Fontes', 'Ravel Cabral', 'André Ramiro', 'Jonathan Haagensen']",
2145,tm349529,Cuba and the Cameraman,MOVIE,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,2017,,113,['documentation'],"['CU', 'US']",,tt7320560,8.2,4859.0,7.012,7.7,"['Jon Alpert', 'Fidel Castro', 'Angél Borrego', 'Cristobal Borrego', 'Gregorio Borrego', 'Luis Amores']",['Jon Alpert']
2146,tm372318,The World Is Yours,MOVIE,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",2018,R,94,"['comedy', 'crime', 'european']",['FR'],,tt6892462,6.3,4342.0,8.637,6.8,"['Karim Leklou', 'Isabelle Adjani', 'Vincent Cassel', 'Oulaya Amamra', 'François Damiens', 'Philippe Katerine', 'Sam Spruell', 'Gabby Rose', 'Sofian Khammes', 'Mounir Amamra', 'Boris Gamthety', 'Ousmane Ly', 'Ladj Ly', 'Michael Treanor', 'Norbert Ferrer', 'Marie Coulonjou', 'Meriem Serbah', 'Audrey Langle', 'Farida Ouchani', 'Alexis Manenti', 'Mohamed Lemine', 'Miles Kane', 'Doris Pelissier', 'Jonas Dinal', 'John Landis', 'Deborah Landis']",['Romain Gavras']
2147,ts75341,Final Fantasy XIV: Dad of Light,SHOW,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,2017,TV-PG,30,['drama'],['JP'],1.0,tt6497076,7.2,604.0,2.953,7.4,"['Yudai Chiba', 'Ren Osugi', 'Fumika Baba', 'Hatsunori Hasegawa', 'Nao', 'Mako Ishino', 'Yoshihiko Hakamada']","['Teruo Noguchi', 'Kiyoshi Yamamoto']"
2148,tm299761,Toc Toc,MOVIE,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,2017,PG,90,"['comedy', 'family', 'fantasy', 'european']",['ES'],,tt6060156,6.8,18865.0,16.865,7.092,"['Alexandra Jiménez', 'Paco León', 'Rossy de Palma', 'Oscar Martínez', 'Inma Cuevas', 'Adrián Lastra', 'Nuria Herrero', 'Ana Rujas', 'Carolina Lapausa', 'Paqui Horcajo', 'Pepa Gracia', 'Blanca Gil', 'Carlos Niño', 'Ángel Ruiz', 'Cecilia Solaguren', 'Verónica Forqué', 'Miguel Rellán', 'Bárbara Santa-Cruz', 'Daniel Grao', 'Arturo Valls', 'Marta Hazas']",['Vicente Villanueva']
2149,ts57811,Fate/Apocrypha,SHOW,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,2017,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt6424454,6.6,2299.0,17.023,7.7,"['Kei Shindo', 'Maaya Sakamoto', 'Natsuki Hanae', 'Junichi Suwabe', 'Shunsuke Takeuchi', 'Ryotaro Okiayu', 'Rumi Okubo', 'Mitsuru Miyamoto', 'Ai Nonaka', 'Sakura Tange', 'Koki Uchiyama', 'Saori Hayami', 'Miyuki Sawashiro', 'Koji Yusa', 'Makoto Furukawa', 'Tetsu Inada', 'Satoshi Tsuruoka']",['Yoshiyuki Asai']
2150,ts75286,Greenhouse Academy,SHOW,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",2017,TV-PG,23,['drama'],['US'],4.0,tt6076336,6.6,6133.0,16.244,8.1,"['Ariel Mortman', 'Finn Roberts', ""Christopher O'Neal"", 'Dallas Hart', 'Cinthya Carmona', 'Benjamin Papac', 'Jessica Amlee', 'Nadine Ellis', 'Parker Stevenson', 'B.J. Mitchell']",
2151,ts57148,Champions,SHOW,"Vince, a charismatic gym owner with no ambition lives with his younger brother Michael, a gorgeous idiot. Their simple life of women and working out is put on hold when the teenage son of Vince is dropped off on their doorstep by Priya, one of his old high school flings.",2018,TV-PG,21,['comedy'],['US'],1.0,tt6470396,6.0,3890.0,4.61,5.5,"['Mindy Kaling', 'Josie Totah', 'Mouzam Makkar', 'Andy Favreau', 'Nina Wadia', 'Anders Holm']",
2152,ts83457,Cleo & Cuquin,SHOW,Sister and brother Cleo and Cuquin carry out different job roles to help their friends.,2018,TV-Y,7,"['animation', 'family']",['ES'],2.0,tt7956374,8.1,98.0,2.076,8.3,,
2153,tm348003,Acts of Vengeance,MOVIE,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",2017,R,87,"['drama', 'thriller', 'action', 'crime', 'european']","['BG', 'US']",,tt6288694,5.7,12160.0,23.289,5.899,"['Antonio Banderas', 'Karl Urban', 'Paz Vega', 'Robert Forster', 'Cristina Serafini', 'Lillian Blankenship', 'Clint Dyer', 'Isaac Florentine', 'Tim Man', 'Johnathon Schaech', 'David Sakurai', 'Mark Rhino Smith']",['Isaac Florentine']
2154,tm219252,Carrie Pilby,MOVIE,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene.",2017,,98,"['drama', 'comedy']",['US'],,tt2989524,6.6,11694.0,8.99,6.9,"['Bel Powley', 'Vanessa Bayer', ""Colin O'Donoghue"", 'William Moseley', 'Jason Ritter', 'Gabriel Byrne', 'Nathan Lane', 'Scott Keiji Takeda', 'Desmin Borges', 'Zachary Infante', 'Joel Michaely', 'Coral Peña', 'Ayse Kirca', 'Gregory Diaz IV', 'Benicio Franqui', 'Bryan Winston', 'Justin Dean', 'Cornelia Guest', 'Poorna Jagannathan', 'Mahaley Patel', 'Christina Concetta', 'Andy Bustillos', 'Emily Faris', 'Julian Graham', 'Doris McCarthy', 'Alyxx Morgen', 'Elisabeth Ng', 'Charlotte Otremba', 'Angelina Palma', 'Clifford Rivera', 'Guy Sparks']",['Susan Johnson']
2155,tm294581,The Clapper,MOVIE,15 minutes of fame destroys the life of a man who works as a clapper in television.,2018,R,89,"['comedy', 'drama']",['US'],,tt5461956,5.1,7688.0,7.843,4.8,"['Ed Helms', 'Amanda Seyfried', 'Tracy Morgan', 'Adam Levine', 'Russell Peters', 'P.J. Byrne', 'Leah Remini', 'James Ransone', 'Brenda Vaccaro', 'Alan Thicke', 'Roger Guenveur Smith', 'Mark Cuban', 'Nico Santos', 'Todd Giebenhain', 'Billy Blanks', 'Rob Gronkowski', 'Sara Sampaio', 'Charles Halford', 'Wendy Braun', 'Cody Renee Cameron', 'Peter Anthony Tambakis', 'Mickey Gooch Jr.', 'Diona Reasonover', 'Isabella Sanchez', 'Greg Vrotsos', 'Roger V. Burton', 'Ray Bouderau', 'Rogelio T. Ramos', 'Marcela Macias', 'David Barroso', 'Margaret Newborn', 'Darrion Scoggins', 'Mike Hermosa', 'Katie Callaway', 'Steven Randazzo', 'Teya Patt', 'Amber Juliana', 'Aemilia Scott', 'Victor A. Chapa', 'Wade Barrett', 'Brian Gilbert', 'Mori Taylor']",['Dito Montiel']
2156,tm290831,Fun Mom Dinner,MOVIE,"Four women, whose kids attend the same preschool class, get together for a ""fun mom dinner"". When the night takes an unexpected turn, these unlikely new friends realize they have more in common than just marriage and motherhood.",2017,R,81,['comedy'],['US'],,tt5829040,5.3,5509.0,9.742,5.8,"['Katie Aselton', 'Toni Collette', 'Bridget Everett', 'Molly Shannon', 'Adam Scott', 'Rob Huebel', 'Adam Levine', 'Paul Rust', 'Paul Rudd', 'David Wain', 'John Early', 'Jaz Sinclair', 'Kathryn Prescott', 'Hart Denton', 'Evan Crooks', 'Sam Lerner', 'Leigh Dunham', 'Patrick Brammall', 'Sean James Murphy', 'Jessie Ennis', 'Jessica Chaffin', ""Claudia O'Doherty"", 'Poppy Gagnon', 'Marsai Martin', 'Owen Vaccaro', 'Cooper J. Friedman', 'Caleb Paddock', 'Matthew Paddock', 'Willa Miel Pogue', 'Emmersyn Fiorentino']",['Alethea Jones']
2157,tm425732,The Land of Steady Habits,MOVIE,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",2018,,98,"['drama', 'comedy']",['US'],,tt6485928,6.2,7717.0,8.104,5.4,"['Ben Mendelsohn', 'Edie Falco', 'Thomas Mann', 'Elizabeth Marvel', 'Connie Britton', 'Michael Gaston', 'Josh Pais', 'Natalie Gold', 'Victor Slezak', 'Charlie Tahan', 'Bill Camp', 'Victor Williams', 'Antonio Ortiz', 'Frankie Petrosino']",['Nicole Holofcener']
2158,ts81526,November 13: Attack on Paris,SHOW,"Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015.",2018,TV-MA,54,['documentation'],['FR'],1.0,tt8194716,8.3,3137.0,4.169,8.2,['François Hollande'],
