,title,imdb_score,genres,actors,directors
1184,Versailles,7.9,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['George Blagden', 'Alexander Vlahos', 'Tygh Runyan', 'Stuart Bowman', 'Elisa Lasowski', 'Anna Brewster', 'Evan Williams', 'Maddison Jaizani', 'Steve Cumyn', 'Joe Sheridan', 'Pip Torrens', 'Noémie Schmidt', 'Amira Casar', 'Sarah Winter', 'Gilly Gilchrist', 'Anatole Taubman', 'Alexis Michalik', 'Lizzie Brocheré']",
1185,Good Witch,7.2,"['scifi', 'fantasy', 'comedy', 'drama']","['Catherine Bell', 'James Denton', 'Catherine Disher', 'Sarah Power', 'Rhys Matthew Bond']",
1186,Kung Fu Panda 3,7.1,"['action', 'animation', 'family', 'fantasy', 'drama', 'comedy']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'Kate Hudson', 'James Hong', 'Randall Duk Kim', 'Steele Gagnon', 'Liam Knight', 'Wayne Knight', 'Barbara Dirickson', 'Al Roker', 'Willie Geist', 'Fred Tatasciore', 'Pax Jolie-Pitt', 'Kelly Cooney', 'Stephen Kearin', 'Mick Wingert', 'Ming Tsai', 'April Hong', 'Knox Jolie-Pitt', 'Zahara Jolie-Pitt', 'Shiloh Jolie-Pitt', 'Jean-Claude Van Damme', 'Radzi Chinyanganya', 'Lindsey Russell', 'Joseph Izzo', 'Lena Golia', 'Gus Culligan', 'Mike Mitchell']","['Jennifer Yuh Nelson', 'Alessandro Carloni']"
1187,Hush,6.6,"['horror', 'thriller']","['Kate Siegel', 'John Gallagher Jr.', 'Samantha Sloyan', 'Michael Trucco', 'Emilia Graves']",['Mike Flanagan']
1188,Glitch,7.3,"['scifi', 'thriller', 'drama', 'horror']","['Patrick Brammall', 'Emma Booth', 'Jessica Faulkner', 'Sean Keenan', 'Hannah Monson', 'Aaron L. McGrath', 'Rodger Corser', 'John Leary', 'Luke Arnold', 'Pernilla August', 'Rob Collins']",
1189,Mr. Right,6.3,"['action', 'comedy', 'romance']","['Sam Rockwell', 'Anna Kendrick', 'Tim Roth', 'James Ransone', 'Anson Mount', 'Michael Eklund', 'RZA', 'Douglas M. Griffin', 'Katie Nehra', 'Jaiden Kaine', 'Luis Da Silva Jr.', 'Elena Sanchez', 'Garrett Kruithof', 'Christopher Matthew Cook', 'Wendy McColm', 'Ross Gallo', 'Jimmy Gonzales', 'Kelly Connolly', 'Gigi Johnson', 'Jonathan Billions', 'Cooper Dodson', 'Alec Rayme', 'Sue Rock', 'Marcus M. Mauldin', 'Bradley Gallo', 'Sam Medina']",['Paco Cabezas']
1190,The Boy,6.0,"['horror', 'thriller']","['Lauren Cohan', 'Rupert Evans', 'James Russell', 'Jim Norton', 'Diana Hardcastle', 'Ben Robson', 'Jett Klyne', 'Lily Pater', 'Stephanie Lemelin', 'Matthew Walker']",['William Brent Bell']
1191,Wet Hot American Summer: First Day of Camp,7.3,['comedy'],"['Janeane Garofalo', 'Molly Shannon', 'Paul Rudd', 'Christopher Meloni', 'Ken Marino', 'Amy Poehler', 'Bradley Cooper', 'Chris Pine', 'Jason Schwartzman', 'John Slattery', 'Josh Charles', 'Joe Lo Truglio', 'Zak Orth', 'Marguerite Moreau', 'Michael Showalter', 'Michael Ian Black', 'A.D. Miles', 'Lake Bell', 'Elizabeth Banks', 'Nina Hellman', 'David Wain', 'Rich Sommer', 'Michaela Watkins', 'George Baron']",
1192,Frontier,7.1,"['action', 'history', 'drama']","['Jason Momoa', 'Landon Liboiron', 'Alun Armstrong', 'Jessica Matten', 'Zoe Boyle', 'Lyla Porter-Follows', 'Allan Hawco', 'Christian McKay', 'William Belleau', 'Evan Jonigkeit', 'Breanne Hill', 'Michael Patric']",
1193,PJ Masks,5.4,"['family', 'animation', 'scifi', 'action', 'fantasy', 'european']","['Jacob Ewaniuk', 'Kyle Breitkopf', 'Addison Holley', 'Jacob Soley']",
1194,Love,7.7,"['comedy', 'drama', 'romance']","['Gillian Jacobs', 'Paul Rust', 'Chris Witaske', ""Claudia O'Doherty""]",
1195,Servant of the People,7.3,['comedy'],"['Volodymyr Zelenskyy', 'Stanislav Boklan', 'Yevgeniy Koshevoy', 'Natalia Sumska', 'Victor Saraykin', 'Elena Kravets', 'Yury Krapov', 'Aleksandr Pikalov', 'Heorhii Povolotskyi']",
1196,Zoo,6.6,"['drama', 'scifi', 'thriller']","['James Wolk', 'Nonso Anozie', 'Billy Burke', 'Kristen Connolly', 'Alyssa Diaz', 'Josh Salatin', 'Gracie Dzienny']",
1197,Crashing,7.7,"['comedy', 'european']","['Phoebe Waller-Bridge', 'Jonathan Bailey', 'Julie Dray', 'Louise Ford', 'Damien Molony', 'Adrian Scarborough', 'Amit Shah']",
1198,Steve Jobs,7.2,"['history', 'drama']","['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Jeff Daniels', 'Michael Stuhlbarg', 'Katherine Waterston', 'Perla Haney-Jardine', 'Ripley Sobo', 'Makenzie Moss', 'Sarah Snook', 'John Ortiz', 'Adam Shapiro', 'John Steen', 'Stan Roth', 'Mihran Slougian', 'Robert Anthony Peters', 'Noreen Lee', 'Gail Fenton', 'Karen Kahn', 'Rachel Caproni', 'Lily Tung Crystal', 'Damara Reilly', 'Marika Casteel', 'Lana Palmer', ""Dylan Freitas-D'Louhy"", 'Chris Tomasso', 'John Chovanec', 'Daniel Liddle', 'Lora Oliver', ""Colm O'Riain"", 'Anita Bennett', 'Greg Mills', 'Melissa Etezadi', 'Rick Chambers', 'Sara Welch', 'Marc Istook', 'Carlo Cecchetto', 'Kristina Guerrero', 'Bill Seward', 'Mark Mester', 'Derrin Horton', 'Steven Wiig', 'Tony Toste', 'Lena Avgust', 'Diogo Hausen', 'Alex Phillip', 'Derek W. Adam', 'Natalie Stephany Aguilar', 'Moises Amaya', 'AnnaCorey', 'Andy Arness', 'David Blount-Porter', 'John Edward Cabrera', 'Bryan Casserly', 'Brian Castellanos', 'Javier Chavarin', 'Alan Chu', 'Stephanie Johnston', 'John Lobato', 'Ed Moy']",['Danny Boyle']
1199,The Conjuring 2,7.3,"['horror', 'thriller', 'drama']","['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe', ""Frances O'Connor"", 'Simon McBurney', 'Sterling Jerins', 'Lauren Esposito', 'Maria Doyle Kennedy', 'Benjamin Haigh', 'Patrick McAuley', 'Simon Delaney', 'Franka Potente', 'Bob Adrian', 'Steve Coulter', 'Chris Royds', 'Abhi Sinha', 'Daniel Wolfe', 'Annie Young', 'Elliot Joseph', 'Cory English', 'Emily Tasker', 'Kate Cook', 'Shannon Kook', 'Thomas Harrison', 'Jennifer Collins', 'Bonnie Aarons', 'Javier Botet', 'Joseph Bishara', 'Nancy DeMars', 'Robin Atkin Downes', 'Jason Liles']",['James Wan']
1200,The Disastrous Life of Saiki K.,8.4,"['scifi', 'comedy', 'animation', 'fantasy']","['Hiroshi Kamiya', 'Ai Kayano', 'Daisuke Ono', 'Nobunaga Shimazaki', 'Satoshi Hino', 'Natsuki Hanae', 'Yoshimasa Hosoya', 'Rikako Aikawa', 'Makoto Furukawa']",
1201,Home,6.6,"['family', 'fantasy', 'comedy', 'animation', 'scifi']","['Jim Parsons', 'Rihanna', 'Steve Martin', 'Jennifer Lopez', 'Matt Jones', 'Brian Stepanek', 'April Lawrence', 'Lisa Stewart', 'Stephen Kearin', 'April Winchell']",['Tim Johnson']
1202,Chappie,6.8,"['crime', 'action', 'scifi', 'drama', 'thriller']","['Sharlto Copley', 'Dev Patel', 'Hugh Jackman', 'Ninja', 'Yo-Landi Visser', 'Sigourney Weaver', 'Chris Shields', 'Anderson Cooper', 'Jose Pablo Cantillo', 'Brandon Auret', 'Johnny Selema', 'Maurice Carpede', 'Jason Cope', 'Kevin Otto', 'Bill Marchant', 'Robert Hobbs', 'Eugene Khumbanyiwa', 'Mark K. Xulu', 'Sherldon Marema', 'Shaheed Hajee', 'James Hendricks', 'Julian Brits', 'David Davadoss', 'Anneli Muller', 'Kendal Watt', 'Chan Marti', 'Vuyelwa Booi', 'Mike Blomkamp', 'Anthony Bishop', 'Paul Dobson', 'Max Poolman', 'Alistair Prodgers', 'Wandile Molebatsi', 'Arran Henn', 'Thami Ngubeni', 'James Bitonti', 'Andea Volschenk', 'Hein De Vries', 'Dan Hirst', 'Paul Hampshire', 'Graeme Duffy', 'Miranda Frigon', 'Edwin Gagiano', 'Sean O. Roberts']",['Neill Blomkamp']
1203,Gantz:O,7.1,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']","['Yuki Kaji', 'Daisuke Ono', 'Saori Hayami', 'Mao Ichimichi', 'Masaya Onosaka', 'Kenjiro Tsuda', 'Shuuichi Ikeda', 'Teruaki Ogawa', 'Tomohiro Kaku', 'Masane Tsukayama']","['Keiichi Sato', 'Yasushi Kawamura']"
1204,BUNK'D,5.3,"['comedy', 'drama', 'family']","['Miranda May', 'Luke Busey', 'Trevor Tordjman', 'Mallory James Mahoney', 'Israel Johnson', 'Alfred Lewis']",
1205,In a Valley of Violence,6.0,"['crime', 'thriller', 'western', 'action', 'drama']","['Ethan Hawke', 'John Travolta', 'Taissa Farmiga', 'James Ransone', 'Karen Gillan', 'Burn Gorman', 'Toby Huss', 'Larry Fessenden', 'K. Harrison Sweeney', 'Tommy Nohilly', 'Jeff Bairstow', 'Michael Davis', 'James Cady', 'James E. Lane', 'Jumpy']",['Ti West']
1206,A Monster Calls,7.4,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']","['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones', 'Toby Kebbell', 'Liam Neeson', 'Ben Moor', 'Frida Palsson', 'Wanda Opalinska', 'James Melville', 'Oliver Steer', 'Dominic Boyle', 'Jennifer Lim', 'Max Gabbay', 'Joe Curtis', 'Morgan Symes', 'Max Golds', 'Lily-Rose Aslandogdu', 'Geraldine Chaplin', 'Jake Talbot', 'Lee Bolton', 'Garry Marriott']",['J. A. Bayona']
1207,Van Helsing,6.2,"['scifi', 'action', 'fantasy', 'horror', 'drama']","['Christopher Heyerdahl', 'Rukiya Bernard', 'Aleks Paunovic', 'Kelly Overton']",
1208,Christine,6.9,['drama'],,['Jessica Adler']
1209,Quantico,6.6,"['drama', 'thriller', 'crime']","['Priyanka Chopra Jonas', 'Jake McLaughlin', 'Johanna Braddy', 'Blair Underwood', 'Russell Tovey', 'Marlee Matlin', 'Alan Powell']",
1210,Loving,7.0,"['drama', 'romance']","['Joel Edgerton', 'Ruth Negga', 'Michael Shannon', 'Marton Csokas', 'Nick Kroll', 'Bill Camp', 'Sharon Blackwood', 'Alano Miller', 'Terri Abney', 'David Jensen', 'Jon Bass', 'Christopher Mann', 'Winter-Lee Holland', 'Michael Abbott Jr.', 'Chris Greene', 'Will Dalton', 'Matt Malloy', 'Andrene Ward-Hammond', 'D.L. Hopkins', 'Jennifer Joyner', 'Lance Lemon', 'Brenan Young', 'Dalyn Cleckley', 'Quinn McPherson', 'Jevin Crochrell', 'Georgia Crawford', 'Micah Claiborne', 'Devin Cleckley', 'Pryor Ferguson', 'Karen Vicks', 'Scott Wichmann', 'Benjamin Loeh', 'Bridget Gethins', 'Mark Huber', 'James Matthew Poole', 'Coley Campany', 'Sheri Lahris', 'Jordan Dickey', 'Coby Batty', 'Chris Condetti', 'Logan J. Woolfolk', 'Robert Haulbrook', 'Keith Tyree', 'James Nevins', 'W. Keith Scott', 'Tom Lancaster', 'Lonnie M Henderson', 'Brian Thomas Wise', 'Ken Holliday', 'Terry Menefee Gau', 'Marc Anthony Lowe', 'Jay SanGiovanni', 'Tyrell Ford', 'James Atticus Abebayehu', 'Jim D. Johnston', 'Derick Newson', 'Miles Hopkins', 'Kenneth William Clarke', 'Robert Furner', 'Victoria Chavatel Jimison', 'Darrick Claiborne', 'Raymond H. Johnson', 'Dean Mumford', 'Rebecca Turner', 'Mike Shiflett', 'Greg Cooper', 'Michael Abbott Jr.', 'A. Smith Harrison', 'Keith Flippen', 'Jason Alan Cook']",['Jeff Nichols']
1211,ERASED,8.5,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']","['Shinnosuke Mitsushima', 'Tao Tsuchiya', 'Minami Takayama', 'Chinatsu Akasaki', 'Aoi Yuki', 'You Taichi', 'Ayaka Nanase', 'Yukitoshi Kikuchi', 'Takahiro Mizushima', 'Mitsuru Miyamoto', 'Akari Kito']",
1212,The Danish Girl,7.1,"['drama', 'romance', 'european']","['Eddie Redmayne', 'Alicia Vikander', 'Matthias Schoenaerts', 'Ben Whishaw', 'Sebastian Koch', 'Pip Torrens', 'Nicholas Woodeson', 'Amber Heard', 'Emerald Fennell', 'Adrian Schiller', 'Henry Pettigrew', 'Sophie Kennedy Clark', 'Miltos Yerolemou', 'Jake Graf', 'Tusse Silberg', 'Claus Bue', 'Peter Krag', 'Angela Curran', 'Pixie', 'Richard Dixon', 'Paul Bigley', 'Nancy Crane', 'Nicola Sloane', 'Sonya Cullingford', 'Clare Fettarappa', 'Victoria Emslie', 'Raphael Acloque', 'Alexander Devrient', 'Cosima Shaw', 'Rebecca Root', 'Issy van Randwyck', 'Aisha Fabienne Ross', 'Holly Weston', 'Eleanor Hafner', 'Maya Lindh', 'Rebecca Clay', 'Erich Redman', 'Philip Arditti']",['Tom Hooper']
1213,F is for Family,8.0,"['comedy', 'drama', 'animation']","['Bill Burr', 'Laura Dern', 'Justin Long', 'Haley Reinhart']",
1214,Master of None,8.3,"['drama', 'comedy']","['Lena Waithe', 'Naomi Ackie']",
1215,Hap and Leonard,7.6,"['action', 'thriller', 'crime', 'drama']","['James Purefoy', 'Michael Kenneth Williams', 'Nicholas Logan']",
1216,Easy,6.9,"['drama', 'comedy']",,['Joe Swanberg']
1217,Occupied,7.6,"['war', 'drama', 'thriller']","['Henrik Mestad', 'Eldar Skar', 'Ingeborga Dapkūnaitė', 'Selome Emnetu']",
1218,Under the Shadow,6.8,"['war', 'drama', 'horror', 'thriller', 'fantasy']","['Narges Rashidi', 'Avin Manshadi', 'Bobby Naderi', 'Ray Haratian', 'Hamid Djavadan', 'Bijan Daneshmand', 'Behi Djanati Atai', 'Aram Ghasemy', 'Soussan Farrokhnia', 'Arash Marandi', 'Nabil Koni', 'Sajjad Delafrooz', 'Houshang Ranjbar', 'Amir Ranjbar']",['Babak Anvari']
1219,3%,7.3,"['scifi', 'action', 'drama', 'thriller']","['Bianca Comparato', 'Vaneza Oliveira', 'Rodolfo Valente', 'Rafael Lozano']",
1220,The Ranch,7.4,"['comedy', 'drama', 'western']","['Ashton Kutcher', 'Elisha Cuthbert', 'Sam Elliott', 'Debra Winger', 'Grady Lee Richmond', 'Kelli Goss']",
1221,The DUFF,6.4,"['comedy', 'romance']","['Mae Whitman', 'Robbie Amell', 'Bella Thorne', 'Skyler Samuels', 'Bianca A. Santos', 'Romany Malco', 'Ken Jeong', 'Chris Wylde', 'Allison Janney', 'Seth Meriwether', 'Rebecca Weil', 'Brian Dewar McNamara', 'Benjamin Davis', 'Lai-Ling Bernstein', 'Nick Eversman', 'Erick Chavarria', 'Demetrius Bridges']",['Ari Sandel']
1222,Bordertown,7.6,"['drama', 'crime', 'european']","['Ville Virtanen', 'Matleena Kuusniemi', 'Olivia Ainali', 'Anu Sinisalo', 'Lenita Susi', 'Kristiina Halttu', 'Max Bremer', 'Jasmin Hamid', 'Matti Laine', 'Janne Virtanen', 'Netta Laurenne']",
1223,Unfriended,5.5,"['thriller', 'horror', 'drama']","['Shelley Hennig', 'Heather Sossaman', 'Renee Olstead', 'Matthew Bohrer', 'Moses Storm', 'Will Peltz', 'Jacob Wysocki', 'Courtney Halverson', 'Mickey River', 'Cal Barnes', 'Christa Hartsock', 'Konstantin Khabenskiy']",['Levan Gabriadze']
1224,Closet Monster,7.0,"['drama', 'fantasy']","['Connor Jessup', 'Aaron Abrams', 'Joanne Kelly', 'Aliocha Schneider', 'Sofia Banzhaf', 'Jack Fulton', 'Mary Walsh', 'Isabella Rossellini', 'Jinji Dawson', 'Meghan Cullen', 'Brad Nippard', 'Megan Kennedy', 'Sean Panting', 'Megan Rose Jones', 'Timothy Myles', 'Wangeci Warui', 'Jonathan Watton', 'Emma McIsaac', 'Teigan Follett', 'Paula Morgan', 'Ross Moore', 'Kimberley Drake', 'James Hawksley', 'Marthe Bernard', 'Renee Dumaresque', 'Leah McPherson']",['Stephen Dunn']
1225,Self/less,6.5,"['thriller', 'action', 'scifi', 'drama']","['Ryan Reynolds', 'Ben Kingsley', 'Natalie Martinez', 'Matthew Goode', 'Michelle Dockery', 'Melora Hardin', 'Victor Garber', 'Sam Page', 'Derek Luke', 'Mariana Paola Vicente', 'Jaynee-Lynne Kinchen', 'Brendan McCarthy', 'Thomas Francis Murphy', 'Sandra Ellis Lafferty', 'Emily Tremaine', 'Griff Furst', 'Cedric Palmisano', 'Tom Waite', 'Douglas M. Griffin', 'Marcus Lyle Brown', 'Teri Wyble', 'Gary Weeks', 'Kristin Erickson', 'Dakota Buchanan', 'Robert Harvey', 'Jimmy Gonzales', 'Jesica Ahlberg', 'Dacia Fernandez', 'Hannah Jelinovic', 'Ashley Laliberty', 'Anna Dudnik', 'Big Freedia', 'Antionique Price', 'Stephanie Bertrand', 'Shelby Skipper', 'Alvin Santana', 'Rashod Singleton', 'Keiton Crump', 'Clay Chamberlin', 'Kate Ransome Wilcox', 'Julian Niccolini', 'Mariah Quintana', 'Steffie Grote', 'Lola Phillips', 'Anne Speed', 'Katherine Grace Yeaton', 'Christopher Heskey', 'Dylan Lowe', 'Ronn Surels']",['Tarsem Singh']
1226,Making a Murderer,8.6,"['documentation', 'crime']",['Kathleen Zellner'],
1227,The Fundamentals of Caring,7.3,"['comedy', 'drama']","['Paul Rudd', 'Craig Roberts', 'Selena Gomez', 'Jennifer Ehle', 'Megan Ferguson', 'Frederick Weller', 'Julia Denton', 'Alex Huff', 'Samantha Huskey', 'Bill Murphey', 'Alan Boell', 'Robert Walker Branchaud', 'Eric Singer', 'James Donadio', 'Donna Biscoe', 'Ashley White', 'Matt Mercurio', 'Bobby Cannavale', 'Walter Hendrix III']",['Rob Burnett']
1228,"Hello, My Name Is Doris",6.6,"['drama', 'comedy', 'romance']","['Sally Field', 'Max Greenfield', 'Beth Behrs', 'Stephen Root', 'Natasha Lyonne', 'Kumail Nanjiani', 'Wendi McLendon-Covey', 'Rich Sommer', 'Peter Gallagher', 'Tyne Daly', 'Elizabeth Reaser', 'Isabella Acres', 'Kyle Mooney', 'Caroline Aaron', 'Rebecca Wisocky', 'Amy Okuda', 'Don Stark', 'Nnamdi Asomugha', 'Anna Akana', 'Emilie Germain', 'Jack Antonoff', 'Sofia Hasmik', 'Rayman Jilani', 'Catherine Kresge', 'A.J. Ackleson', 'Lee Chen', 'Kale Clauson', 'Kate Comer', 'Bren Coombs', 'Sharon Fredrickson', 'Tatiana Golykh', 'Nick Hentsch', 'Abraham Lim', 'Edmund Lupinski', 'Norma Michaels', 'Renna Nightingale', 'Eric Pumphrey', 'Brenna Rhea', 'Roz Ryan', 'Guilherme Scarabelot', 'Shondale Seymour', 'Leilani Smith', 'Michael Terra', 'Susan Ziegler']",['Michael Showalter']
1229,Spectral,6.3,"['thriller', 'action', 'scifi']","['James Badge Dale', 'Emily Mortimer', 'Gonzalo Menendez', 'Max Martini', 'Ryan Robbins', 'Bruce Greenwood', 'Jimmy Akingbola', 'Brian Caspe', 'Clayne Crawford', 'Ursula Parker', 'Louis Ozawa', 'Miklós Bányai', 'Dylan Smith', 'James D. Dever', 'Royce Pierreson', ""Mark O'Neal"", 'Declan Hannigan', 'Narantsogt Tsogtsaikhan', 'Tsogbaatar Batzorig', 'Philip Bulcock', 'Peter Schueller', 'Peter J. Chaffey', 'Filip Watermann', 'Michael Bodie', 'Aaron Șerban', 'András Ábel', 'Zoltan Lörincz', 'Zoltán Téglás', 'Zoli Teglas', 'Tsogtsaikan Narantsogt', 'Thomas Kelly', 'Stephen Root']",['Nic Mathieu']
1230,La Casa,7.7,['drama'],,
1231,Other People,6.8,"['drama', 'comedy']","['Jesse Plemons', 'Molly Shannon', 'Bradley Whitford', 'Maude Apatow', 'Madisen Beaty', 'John Early', 'Zach Woods', 'Josie Totah', 'June Squibb', 'Paul Dooley', 'Retta', 'Matt Walsh', 'Paula Pell', 'Kerri Kenney', 'Colton Dunn', 'Nicole Byer', 'Lennon Parham', 'Rose Abdoo', ""D'Arcy Carden"", 'Lynne Marie Stewart', 'Deb Hiett', 'Kyle Lane', 'Kevin Dorff', 'Sophi Bairley', 'Mike Mitchell', 'Hilary Ward', 'Fran Gillespie', 'Drew Tarver', 'Brandon Scott Jones', 'Alison Rich', 'John Hartman', 'Shirlynne Isham', 'Lateefah Holder', 'Marla Garlin', 'Kanoa Goo', 'Richard Jin Namkung', 'Brandon Higa', 'Nik Dodani', 'Yumi Iwama', 'Devon Libran', 'Waymond Lee', 'Stephanie Langnas', 'Aaron David', 'Evan Pinsonnault', 'Adrian Lorenzo Puente', 'Ren Wilson', 'Heidi Appe', 'Carolyn Wilson', 'Suzanne Mayes', 'Mary Sohn', 'Isaac Alisma', 'Carmen Lezeth Suarez', 'Chinedu Oji', 'Reggie Ridgway', 'Kye Haymon']",['Chris Kelly']
1232,Wanted,7.6,"['crime', 'drama', 'action']","['Rebecca Gibney', 'Geraldine Hakewill', 'Robyn Malcolm', 'Kate Box', 'Michael Whalley', 'Paul Gleeson']",
1233,Circle,6.0,"['thriller', 'drama', 'horror', 'scifi', 'european']","['Julie Benz', 'Carter Jenkins', 'Cesar Garcia', 'Mercy Malick', 'Lisa Pelikan', 'Molly Jackson', 'Sara Sanderson', 'Michael Nardelli', 'Lawrence Kao', 'Fay DeWitt', 'Kurt Long', 'Kevin Sheridan', 'Matt Corboy', 'Kaiwi Lyman', 'Jordi Vilasuso', 'Marisol Ramirez', 'Allegra Masters', 'Aimee McKay', 'Ashley Key', 'Autumn Federici', 'Bill Lewis', 'Brent Stiefel', 'Cameron Cruz', 'Coley Speaks', 'Daniel Lench', 'Daniel Yelsky', 'Gloria Sandoval', 'Han Nah Kim', 'Jacquelyn Houston', 'Jamie Lee Redmon', 'Leandra Terrazzano', 'Rivka Rivera', 'Rory Uphold', 'Vee Kumari']","['Mario Miscione', 'Aaron Hann']"
1234,Fuller House,6.7,"['comedy', 'family']","['Jodie Sweetin', 'Candace Cameron Bure', 'Andrea Barber', 'Elias Harger', 'Soni Bringas', 'Michael Campion', 'Juan Pablo Di Pace']",
1235,Secret City,7.4,"['war', 'thriller']","['Anna Torv', 'Andrew McFarlane', 'Marcus Graham', 'Justin Smith', 'Aleks Mikic', 'Danielle Cormack', 'Laura Gordon', 'Rob Collins', 'Don Hany', 'Joel Tobeck', 'Robert Rabiah', 'Louisa Mignone', 'Benedict Hardie', 'Tom Wren']",
1236,Mobile Suit Gundam: Iron-Blooded Orphans,7.9,"['war', 'action', 'scifi', 'animation', 'drama']","['Kengo Kawanishi', 'Yoshimasa Hosoya', 'Yuka Terasaki', 'Natsuki Hanae']",
1237,Batman: The Killing Joke,6.4,"['animation', 'drama', 'action', 'thriller', 'crime']","['Kevin Conroy', 'Mark Hamill', 'Tara Strong', 'Ray Wise', 'Robin Atkin Downes', 'Brian George', 'John DiMaggio', 'Rick D. Wasserman', 'Maury Sterling', 'Fred Tatasciore', 'Paul Dini', 'JP Karliak']",['Sam Liu']
1238,Chef's Table,8.5,['documentation'],,
1239,He Never Died,6.3,"['fantasy', 'horror', 'comedy', 'drama', 'thriller']","['Henry Rollins', 'Booboo Stewart', 'Kate Greenhouse', 'Jordan Todosey', 'David Richmond-Peck', 'James Cade', 'Don Francks', 'Steven Ogg', 'Dan Petronijevic', 'Michael Cram', 'Chantal Craig', 'Scott Edgecombe', 'Robert Thomas', 'Elias Edraki', 'Tamara Almeida', 'Walter Alza', 'Scotty Cook', 'Karl Campbell', 'Blair Johannes', 'Aron Tager', 'Craig Burnatowski', 'Danny Lima', 'Domenico Fiore', 'Elley Ray', 'Nuala Fitzgerald', 'Jerry A. Ziler', 'Mary Elaina Brisebois', 'Alan C. Peterson', 'Dominic Longo', 'Don Gough', 'Justin Bigelli', 'Xavier de Guzman', 'Austin Macdonald', 'Anthony Gerbrandt']",['Jason Krawczyk']
1240,American Ultra,6.1,"['action', 'comedy', 'scifi']","['Jesse Eisenberg', 'Kristen Stewart', 'Topher Grace', 'Connie Britton', 'Walton Goggins', 'John Leguizamo', 'Bill Pullman', 'Tony Hale', 'Stuart Greer', 'Michael Papajohn', 'Monique Ganderton', 'Nash Edgerton', ""Paul Andrew O'Connor"", 'Freddie Poole', 'Ilram Choi', 'James Bendishaw', 'Lavell Crawford', 'Sam Malone', 'Jim Klock', 'Wayne Pére', 'Gabe Begneaud', 'Rachel Wulff', 'Lyle Brocato', 'Don Yesso', 'Jack Yang', 'Vic Chao', 'Johnny McPhail', 'Nick Stanner', 'Eyad Elbitar', 'Trace Cheramie', 'Isaac Hughes', 'John Bernecker', 'Tim J. Smith', 'Matthew R. Staley', 'Alvin Chong', 'Michael Jamorski', 'Greg Rementer', 'Dino Dos Santos', 'Robert Bennett', 'Teri Wyble', 'James Moses Black', 'Eric Stratemeier', 'Eric VanArsdale', 'Sope Aluko', 'Macee Binns', 'Nicolas Bosc', 'Kyle Crosby', 'Michelle DeVito', 'Alexander Eldimiati', 'Joseph Fischer', 'Philip Fornah', 'Tyler Forrest', 'Geraldine Glenn', 'Mary Elizabeth Runyon', 'Billy Slaughter', 'John L. Armijo', 'Tom Bui', 'Johnny Otto']",['Nima Nourizadeh']
1241,Locked Up,8.2,"['drama', 'thriller', 'action', 'european']","['Najwa Nimri', 'Maggie Civantos', 'Berta Vázquez', 'Alba Flores', 'María Isabel Díaz Lago', 'Ramiro Blas', 'Marta Aledo', 'Laura Baena', 'Itziar Castro', 'Alberto Velasco', 'Abril Zamora', 'Cristina Marcos', 'Benjamín Vicuña', 'Adriana Paz', 'Jesús Castejón']",
1242,Degrassi: Next Class,6.8,"['drama', 'romance']","['Eric Osborne', 'Sara Waisglass', 'Ricardo Hoyos', 'Olivia Scriven', 'Ehren Kassam', ""Lyle O'Donohoe"", 'André Dae Kim', 'Ana Golja', 'Reiya Downs', 'Richard Walters', 'Amanda Arcuri', 'Nikki Gould', 'Jamie Bloch', 'Spencer MacPherson', 'Chelsea Clark', 'Dante Scott', 'Amir Bageria', 'Soma Bhatia', 'Parham Rownaghi']",
1243,13th,8.2,"['documentation', 'history', 'crime']","['Jelani Cobb', 'Angela Davis', 'Henry Louis Gates, Jr.', 'Michelle Alexander', 'Cory Booker', 'Marie Gottschalk', 'Michael Hough', 'Gina Clayton', 'David Keene', 'James Kilgore', 'Bryan Stevenson', 'Nicholas Turner', 'John Hagan', 'Van Jones', 'Barack Obama', 'Bill Clinton', 'Jimmy Carter', 'George W. Bush', 'Donald Trump', 'George H. W. Bush', 'Hillary Clinton', 'Martin Luther King Jr.', 'Malcolm X', 'Lyndon B. Johnson', 'Richard Nixon', 'Nancy Reagan', 'Ronald Reagan', 'Gerald Ford', 'Michael Dukakis', 'Bernie Sanders', 'Assata Shakur']",['Ava DuVernay']
